term,pos,meaningZh,meaningEn,exampleEn,exampleZh,band
interregnum,n.,空位期；过渡期,an interval between reigns,The interregnum ended.,空位期结束了。,8
interrogate,v.,审问；询问,to question,They interrogated the spy.,他们审问了间谍。,8
interrupt,v.,打断；中断,to break in,He interrupted the speech.,他打断了演讲。,8
intersect,v.,相交；横断,to cross,The lines intersected.,线相交了。,8
intersperse,v.,散布；点缀,to scatter,They interspersed trees.,他们点缀了树。,8
interstice,n.,空隙；裂缝,a narrow gap,The interstice hid.,裂缝藏起来了。,8
intertwine,v.,纠缠；缠绕,to twist together,The vines intertwined.,藤蔓纠缠了。,8
interval,n.,间隔；幕间休息,a gap,The interval passed.,间隔过去了。,8
intervene,v.,干涉；介入,to interfere,They intervened in time.,他们及时介入了。,8
intimate,adj./v.,亲密的；暗示,close,He intimated the truth.,他暗示了真相。,8
intimidate,v.,恐吓；威胁,to frighten,They intimidated the witness.,他们恐吓证人。,8
intolerable,adj.,无法忍受的；不堪的,unbearable,The intolerable heat drove.,无法忍受的热逼人。,8
intoxicant,n./adj.,致醉物；醉人的,an intoxicating substance,The intoxicant relaxed.,致醉物让人放松。,8
intractable,adj.,倔强的；难处理的,stubborn,The intractable mule refused.,倔强的骡子拒绝。,8
intransigent,adj.,不妥协的；固执的,refusing compromise,The intransigent boss refused.,不妥协的老板拒绝。,8
intrepid,adj.,无畏的；勇敢的,fearless,The intrepid climber ascended.,无畏的攀登者上去了。,8
intricate,adj.,复杂的；精巧的,complex,The intricate pattern amazed.,复杂的图案令人惊叹。,8
intrigue,n./v.,阴谋；激起兴趣,a secret plot,The intrigue fascinated.,阴谋引人入胜。,8
intrinsic,adj.,固有的；本质的,essential,The intrinsic value held.,固有的价值维持了。,8
introspection,n.,内省；反省,self-examination,The introspection helped.,内省有帮助。,8
intrude,v.,侵入；打扰,to trespass,He intruded rudely.,他粗鲁地闯入。,8
intuition,n.,直觉；直觉力,instinctive knowing,Her intuition guided.,她的直觉指引了。,8
inundate,v.,淹没；使应接不暇,to flood,The orders inundated them.,订单淹没了他们。,8
inure,v.,使习惯；使适应,to accustom,He inured to pain.,他习惯了痛苦。,8
invade,v.,入侵；侵犯,to enter forcefully,They invaded the land.,他们入侵了土地。,8
invalid,adj./n.,无效的；病人,not valid,The invalid ticket failed.,无效票失败了。,8
invective,n.,痛骂；猛烈抨击,abusive language,His invective hurt.,他的痛骂伤人。,8
inveigh,v.,猛烈抨击；痛骂,to protest violently,He inveighed against it.,他猛烈抨击它。,8
inveigle,v.,诱骗；引诱,to entice,He inveigled a secret.,他诱骗了秘密。,8
inventive,adj.,有创造力的；有发明才能的,creative,His inventive mind solved.,他创造的头脑解决了。,8
invert,v.,使倒置；使倒转,to reverse,He inverted the cup.,他倒置了杯子。,8
inveterate,adj.,根深蒂固的；积习的,long-established,The inveterate habit held.,积习难改的习惯维持了。,8
invidious,adj.,招嫉妒的；不公平的,arousing ill will,The invidious choice angered.,招嫉妒的选择激怒了。,8
invigilate,v.,监考；看守,to supervise exams,He invigilated the test.,他监考了测试。,8
invigorate,v.,使精力充沛；鼓舞,to energize,The walk invigorated him.,散步让他精力充沛。,8
invincible,adj.,无敌的；不可战胜的,unconquerable,The invincible army won.,无敌的军队赢了。,8
inviolable,adj.,不可侵犯的；神圣的,sacred,The inviolable oath held.,不可侵犯的誓言维持了。,8
involve,v.,包含；使卷入,to include,The plan involves risk.,计划包含风险。,8
invulnerable,adj.,刀枪不入的；无懈可击的,incapable of being wounded,The invulnerable hero stood.,无懈可击的英雄站着。,8
iota,n.,微小；极少量,a tiny amount,There was not an iota.,一点也没有。,8
irascible,adj.,易怒的；暴躁的,prone to anger,The irascible man shouted.,暴躁的人大喊。,8
ire,n.,愤怒；怒火,anger,His remark drew ire.,他的话招来怒火。,8
iridescent,adj.,彩虹色的；闪光的,showing rainbow colors,The iridescent bubble shimmered.,彩虹色的泡泡闪闪发光。,8
irksome,adj.,令人厌烦的；讨厌的,annoying,The irksome task dragged.,讨厌的任务拖沓。,8
ironclad,adj.,装甲的；不可推翻的,impossible to break,The ironclad proof held.,不可推翻的证据维持了。,8
ironic,adj.,讽刺的；令人啼笑皆非的,meaning opposite,The ironic twist amused.,讽刺的转折逗人乐。,8
irradiate,v.,照射；使发光,to expose to light,The sun irradiated it.,太阳照射它。,8
irrational,adj.,非理性的；不合理的,not logical,His irrational fear puzzled.,他非理性的恐惧令人困惑。,8
irreconcilable,adj.,不可调和的；矛盾的,impossible to reconcile,The irreconcilable views clashed.,不可调和的观点冲突。,8
irredeemable,adj.,不可救药的；不能赎回的,hopeless,The irredeemable debt sank.,不能赎回的债务沉了。,8
irrefutable,adj.,无可辩驳的；不能反驳的,indisputable,The irrefutable proof convinced.,无可辩驳的证据说服了。,8
irrelevant,adj.,无关的；离题的,not relevant,The irrelevant detail omitted.,无关细节略去。,8
irreparable,adj.,无法弥补的；不能修补的,impossible to repair,The irreparable damage saddened.,无法弥补的损坏令人悲伤。,8
irrepressible,adj.,抑制不住的；难控制的,uncontrollable,The irrepressible laugh burst.,抑制不住的笑爆发了。,8
irresolute,adj.,犹豫不决的；踌躇的,uncertain,His irresolute manner stalled.,他犹豫不决的样子拖延了。,8
irretrievable,adj.,不能挽回的；不能恢复的,impossible to recover,The irretrievable loss grieved.,不能挽回的损失令人悲痛。,8
irreverent,adj.,不敬的；无礼的,disrespectful,His irreverent joke shocked.,他不敬的笑话震惊了。,8
irrevocable,adj.,不可改变的；不能取消的,irreversible,The irrevocable decision stood.,不可改变的决定的确立了。,8
iterate,v.,迭代；重述,to repeat,They iterated the step.,他们重复了步骤。,8
itinerant,adj./n.,巡回的；流动者,traveling,The itinerant seller moved.,流动商贩移动了。,8
itinerary,n.,行程；路线,a travel plan,The itinerary changed.,行程改变了。,8
jab,v./n.,戳；猛击,to poke,He jabbed the bag.,他戳了袋子。,8
jaded,adj.,厌倦的；疲惫的,wearied,The jaded traveler rested.,厌倦的旅行者休息了。,8
jagged,adj.,锯齿状的；粗糙的,rough-edged,The jagged rock cut.,锯齿状的岩石割了。,8
jamb,n.,门窗侧柱；果酱,a doorpost,The jamb cracked.,门柱裂了。,8
jangle,v.,发出刺耳声；吵闹,to make harsh sound,The keys jangled.,钥匙发出刺耳声。,8
jaunty,adj.,轻松活泼的；得意扬扬的,cheerful,His jaunty walk amused.,他轻松的步伐逗人乐。,8
jeer,v./n.,嘲笑；讥笑,to mock,They jeered the loser.,他们嘲笑失败者。,8
jejune,adj.,枯燥的；幼稚的,dull or childish,The jejune tale bored.,枯燥的故事令人厌烦。,8
jettison,v.,抛弃；投弃,to throw overboard,They jettisoned cargo.,他们投弃了货物。,8
jibe,v.,嘲弄；一致,to agree or taunt,His story did not jibe.,他的故事不一致。,8
jingoism,n.,极端爱国主义；沙文主义,extreme patriotism,His jingoism alarmed.,他的沙文主义令人警觉。,8
jocose,adj.,爱开玩笑的；滑稽的,humorous,His jocose remark lifted.,他滑稽的话提振了。,8
jocund,adj.,欢乐的；快活的,merry,The jocund song cheered.,欢乐的歌让人振奋。,8
jollity,n.,欢乐；高兴,gaiety,The jollity spread.,欢乐传开了。,8
jolt,n./v.,震动；颠簸,a sudden jerk,The jolt woke him.,震动唤醒了他。,8
jostle,v.,推挤；拥挤,to push,The crowd jostled.,人群推挤。,8
jovial,adj.,快活的；性情温和的,cheerful,The jovial host laughed.,快活的主人笑了。,8
jubilant,adj.,欢呼的；喜洋洋的,joyful,The jubilant fans cheered.,欢呼的粉丝欢呼。,8
judicious,adj.,明智的；审慎的,prudent,His judicious choice saved.,他明智的选择拯救了。,8
juggernaut,n.,重型卡车；不可抗拒的力量,an overwhelming force,The juggernaut advanced.,不可抗拒的力量前进了。,8
juicy,adj.,多汁的；有趣的,full of juice,The juicy fruit tempted.,多汁的水果诱人。,8
jumbo,adj./n.,巨大的；巨型,a large size,The jumbo jet landed.,巨型喷气机降落了。,8
junket,n./v.,郊游；公款旅游,a trip,The junket cost much.,郊游花费多。,8
junta,n.,军政府；政务会,a military council,The junta ruled.,军政府统治。,8
juridical,adj.,司法的；法庭的,legal,The juridical review held.,司法审查维持了。,8
justifiable,adj.,可证明为正当的；有理的,defensible,The justifiable act stood.,正当的行为站住了。,8
juxtapose,v.,并列；并置,to place side by side,They juxtaposed the photos.,他们并置了照片。,8
kaput,adj.,完蛋的；坏了的,broken,The machine was kaput.,机器完蛋了。,8
karyotype,n.,核型；染色体组型,a chromosome set,The karyotype revealed.,染色体组型揭示了。,8
kempt,adj.,整洁的；梳理过的,neat,The kempt hair shone.,整洁的头发发亮。,8
khaki,n./adj.,卡其布；卡其色的,a dull yellow brown,The khaki uniform faded.,卡其制服褪色了。,8
kindle,v.,点燃；激起,to ignite,He kindled the fire.,他点燃了火。,8
kindred,adj./n.,同族的；亲属,related,The kindred spirit understood.,志同道合的人理解了。,8
kinetic,adj.,运动的；动力学的,relating to motion,The kinetic energy moved.,动能移动了。,8
kinship,n.,亲属关系；亲切感,relationship,The kinship bonded.,亲属关系联结了。,8
kismet,n.,命运；天意,fate,They called it kismet.,他们称之为天意。,8
kitsch,n.,俗气艺术；矫揉造作,poor taste art,The kitsch amused.,俗气艺术逗人乐。,8
kludge,n.,临时凑合的装置；权宜之计,a clumsy solution,The kludge worked.,权宜之计奏效了。,8
knack,n.,诀窍；熟练技巧,a skill,He had the knack.,他有诀窍。,8
knave,n.,无赖；骗子,a dishonest man,The knave cheated.,无赖欺骗了。,8
knead,v.,揉；捏,to work dough,She kneaded the dough.,她揉了面团。,8
knell,n./v.,丧钟；发出丧钟声,a death bell,The knell tolled.,丧钟敲响。,8
knickerbocker,n.,纽约人；灯笼裤,a NYC person,The knickerbocker wrote.,纽约人写了。,8
knoll,n.,小圆丘,a small hill,The knoll overlooked.,小圆丘俯瞰。,8
knotty,adj.,多结的；棘手的,problematic,The knotty issue stalled.,棘手的问题拖延了。,8
kowtow,v.,叩头；卑躬屈膝,to bow obsequiously,He kowtowed to boss.,他向老板卑躬屈膝。,8
labile,adj.,易变的；不稳定的,readily changed,The labile mood shifted.,不稳定的情绪变了。,8
laborious,adj.,艰苦的；费力的,hard,The laborious task drained.,艰苦的任务耗尽。,8
labyrinth,n.,迷宫；错综复杂,a maze,The labyrinth confused.,迷宫令人困惑。,8
lacerate,v.,撕裂；割碎,to tear,The glass lacerated skin.,玻璃撕裂了皮肤。,8
lachrymose,adj.,爱哭的；悲伤的,tearful,The lachrymose child wept.,爱哭的孩子哭了。,8
lackadaisical,adj.,无精打采的；懒洋洋的,listless,The lackadaisical reply dragged.,懒洋洋的回答拖沓。,8
lackluster,adj.,无光泽的；平凡的,dull,The lackluster show disappointed.,平凡的演出令人失望。,8
laconic,adj.,简洁的；措辞简练的,using few words,His laconic answer ended.,他简洁的回答结束了。,8
laggard,adj./n.,迟缓的；落后者,slow,The laggard student lagged.,迟缓的学生落后了。,8
lair,n.,兽穴；巢穴,a den,The lion left its lair.,狮子离开了兽穴。,8
lambast,v.,严责；痛打,to criticize harshly,He lambasted the plan.,他严责计划。,8
lambent,adj.,轻轻摇曳的；柔和的,softly glowing,The lambent flame flickered.,柔和的火焰摇曳。,8
lament,n./v.,悲叹；哀悼,to mourn,She lamented the loss.,她哀悼损失。,8
lampoon,n./v.,讽刺文章；讽刺,to ridicule,They lampooned the mayor.,他们讽刺了市长。,8
lance,n./v.,长矛；切开,a spear,He lanced the boil.,他切开疖子。,8
languid,adj.,倦怠的；无精打采的,weak,The languid heat drowsed.,倦怠的热让人困。,8
languish,v.,憔悴；受苦,to suffer,He languished in prison.,他在狱中受苦。,8
languor,n.,慵懒；衰弱无力,a state of tiredness,The languor spread.,慵懒传开了。,8
lank,adj.,瘦长的；平直的,long and thin,The lank hair hung.,平直的头发垂着。,8
lantern,n.,灯笼；提灯,a light case,The lantern glowed.,灯笼发亮。,8
lapidary,adj.,宝石的；碑文的,of stone inscription,The lapidary art shone.,宝石艺术发亮。,8
lapse,n./v.,失误；失效,a slip,The lapse cost him.,失误让他付出代价。,8
largesse,n.,慷慨赠予；赏赐,generous giving,His largesse helped.,他的慷慨帮助了。,8
lascivious,adj.,好色的；淫荡的,lustful,His lascivious look repelled.,他好色的目光令人反感。,8
lassitude,n.,疲乏；无力,weakness,The lassitude overwhelmed.,疲乏压倒了他。,8
latent,adj.,潜在的；隐伏的,present but hidden,The latent talent emerged.,潜在的才华显现了。,8
latitude,n.,纬度；自由,a freedom of action,The latitude allowed choice.,自由度允许选择。,8
latrine,n.,茅坑；厕所,a trench toilet,The latrine smelled.,茅坑有味道。,8
laud,v.,称赞；赞美,to praise,They lauded his deed.,他们称赞他的行为。,8
laudable,adj.,值得称赞的；高尚的,commendable,His laudable effort won.,他值得称赞的努力赢了。,8
lave,v.,洗；冲洗,to wash,The wave laved the shore.,浪冲洗海岸。,8
lavish,adj./v.,奢侈的；慷慨给予,profuse,The lavish feast delighted.,奢侈的宴席令人欢喜。,8
leaven,n./v.,酵母；使发起来,a leavening agent,The leaven rose.,酵母发起来了。,8
legacy,n.,遗产；遗赠,something inherited,The legacy inspired.,遗产鼓舞了。,8
legend,n.,传说；图例,a myth,The legend grew.,传说增长了。,8
legerdemain,n.,戏法；花招,sleight of hand,The legerdemain fooled.,花招骗了人。,8
legible,adj.,清晰的；易读的,readable,The legible print helped.,清晰的印刷有帮助。,8
legion,n.,众多；军团,a multitude,The legion marched.,军团行军了。,8
legislate,v.,立法；制定法律,to make laws,They legislated the ban.,他们立法禁止。,8
leisure,n.,闲暇；空闲,free time,The leisure relaxed.,闲暇让人放松。,8
lenient,adj.,宽容的；温和的,merciful,The lenient judge freed.,宽容的法官释放了。,8
lethal,adj.,致命的；毁灭性的,deadly,The lethal dose killed.,致命的剂量致死。,8
lethargic,adj.,昏睡的；无生气的,sluggish,The lethargic patient dozed.,昏睡的病人打盹。,8
leviathan,n.,巨兽；庞然大物,a huge creature,The leviathan loomed.,庞然大物迫近。,8
levity,n.,轻浮；轻率,lack of seriousness,His levity annoyed.,他的轻浮惹恼了。,8
lexicon,n.,词典；词汇,a dictionary,The lexicon grew.,词汇增长了。,8
liability,n.,责任；债务,a burden,The liability sank.,债务沉了。,8
liaise,v.,联络；联系,to communicate,They liaised with team.,他们与团队联络。,8
libation,n.,祭酒；饮料,a pouring of drink,The libation honored gods.,祭酒敬了神。,8
libel,n./v.,诽谤；以文字中伤,a written defamation,The libel cost him.,文字诽谤让他付出代价。,8
liberal,adj.,自由的；慷慨的,generous,The liberal gift helped.,慷慨的礼物帮助了。,8
liberate,v.,解放；释放,to free,They liberated the city.,他们解放了城市。,8
libertine,n.,放荡者；自由思想者,a dissolute person,The libertine ignored rules.,放荡者无视规则。,8
libidinous,adj.,好色的；性欲强的,lustful,His libidinous glance repelled.,他好色的目光令人反感。,8
license,n./v.,许可；执照,permission,The license expired.,执照过期了。,8
licentious,adj.,放肆的；淫乱的,unrestrained,His licentious act shocked.,他放肆的行为震惊了。,8
lien,n.,留置权；抵押权,a legal claim,The lien held the property.,留置权保留财产。,8
lifelong,adj.,终身的；毕生的,lasting a life,The lifelong bond held.,终身的纽带维持了。,8
ligament,n.,韧带；系带,a band of tissue,The ligament tore.,韧带撕裂了。,8
lighten,v.,减轻；发亮,to make less heavy,The joke lightened mood.,笑话减轻了情绪。,8
ligneous,adj.,木质的；木本的,woody,The ligneous stem hardened.,木质的茎变硬了。,8
likewise,adv.,同样地；也,in the same way,He did likewise.,他也那样做了。,8
liken,v.,把…比作,to compare,She likened it to life.,她把它比作生活。,8
limber,adj./v.,柔软的；使柔软,flexible,The limber athlete stretched.,柔软的运动员伸展。,8
limbo,n.,地狱边境；不稳定状态,a state of neglect,The case was in limbo.,案件悬而未决。,8
limn,v.,描绘；勾画轮廓,to portray,He limned the scene.,他描绘了场景。,8
lineage,n.,血统；世系,descent,The lineage traced back.,世系追溯回。,8
lineament,n.,面部轮廓；特征,a facial feature,The lineaments showed.,面部特征显现了。,8
linger,v.,逗留；徘徊,to remain,The smell lingered.,气味逗留。,8
listless,adj.,无精打采的；倦怠的,sluggish,The listless child drowsed.,倦怠的孩子打盹。,8
lithe,adj.,柔软的；轻盈的,agile,The lithe dancer moved.,轻盈的舞者移动。,8
livid,adj.,青灰色的；狂怒的,enraged,He was livid with rage.,他狂怒。,8
loath,adj.,不愿意的；厌恶的,reluctant,He was loath to go.,他不愿意去。,8
loathe,v.,厌恶；憎恨,to detest,She loathed the task.,她厌恶任务。,8
lobby,n./v.,门廊；游说,a hall,They lobbied the senate.,他们游说参议院。,8
locale,n.,场所；现场,a setting,The locale changed.,场所改变了。,8
locust,n.,蝗虫；蚱蜢,a grasshopper kind,The locusts swarmed.,蝗虫成群。,8
lodestar,n.,北极星；指导原则,a guiding star,The lodestar guided.,北极星指引了。,8
lofty,adj.,高耸的；崇高的,very high,The lofty peak rose.,高耸的山峰升起。,8
logjam,n.,浮木阻塞；僵局,a jam,The logjam broke.,僵局打破了。,8
loiter,v.,闲荡；徘徊,to linger,Do not loiter.,不要闲荡。,8
loll,v.,懒洋洋地靠；垂,to lounge,He lolled on chair.,他懒洋洋靠在椅上。,8
longevity,n.,长寿；长期存在,long life,The longevity amazed.,长寿令人惊叹。,8
loquacious,adj.,健谈的；多话的,talkative,The loquacious guest talked.,健谈的客人说个不停。,8
lout,n.,笨人；粗人,a clumsy person,The lout bumped.,笨人撞了。,8
lowly,adj.,地位低的；谦逊的,humble,The lowly servant worked.,地位低下的仆人工作。,8
loyal,adj.,忠诚的；忠心的,faithful,The loyal dog stayed.,忠诚的狗留下了。,8
lucid,adj.,清晰的；神志清醒的,clear,The lucid explanation helped.,清晰的解释有帮助。,8
lucrative,adj.,盈利的；有利可图的,profitable,The lucrative deal paid.,盈利的交易回报了。,8
lugubrious,adj.,忧郁的；哀伤的,mournful,His lugubrious face saddened.,他忧郁的脸令人悲伤。,8
lukewarm,adj.,微温的；不热烈的,moderately warm,The lukewarm tea cooled.,微温的茶凉了。,8
lull,v./n.,使安静；间歇,to calm,The lull relaxed.,间歇让人放松。,8
lumber,v./n.,笨重地移动；木材,to move clumsily,He lumbered along.,他笨重地走着。,8
luminous,adj.,发光的；明亮的,shining,The luminous moon lit.,明亮的月亮照亮。,8
lunacy,n.,疯狂；精神错乱,insanity,The lunacy shocked.,疯狂令人震惊。,8
lurch,v./n.,蹒跚；突然倾斜,to stagger,The ship lurched.,船突然倾斜。,8
lurid,adj.,可怕的；耸人听闻的,shockingly vivid,The lurid tale chilled.,可怕的故事让人发冷。,8
lurk,v.,潜伏；埋伏,to lie hidden,The danger lurked.,危险潜伏。,8
luscious,adj.,甘美的；性感的,deliciously sweet,The luscious fruit tempted.,甘美的水果诱人。,8
lush,adj.,茂盛的；豪华的,luxuriant,The lush garden bloomed.,茂盛的花园盛开。,8
lustrous,adj.,有光泽的；光彩的,shiny,The lustrous silk shimmered.,有光泽的丝绸闪闪发光。,8
luxuriant,adj.,繁茂的；丰富的,abundant,The luxuriant hair flowed.,繁茂的头发飘动。,8
lyrical,adj.,抒情的；狂热的,expressive,The lyrical song moved.,抒情的歌动人。,8
macabre,adj.,恐怖的；令人毛骨悚然的,ghastly,The macabre scene sickened.,恐怖的场景令人作呕。,8
machiavellian,adj.,权谋的；狡诈的,cunning and scheming,His machiavellian plot unfolded.,他权谋的阴谋展开。,8
machination,n.,阴谋；诡计,a crafty scheme,The machination failed.,诡计失败了。,8
maculate,adj.,有斑点的；有污点的,spotted,The maculate leaf fell.,有斑点的叶子落了。,8
madcap,adj./n.,鲁莽的；狂妄者,reckless,The madcap scheme failed.,鲁莽的计划失败了。,8
madrigal,n.,情歌；牧歌,a song,The madrigal charmed.,情歌迷人。,8
maelstrom,n.,大漩涡；混乱,a whirlpool,The maelstrom spun.,大漩涡旋转。,8
magisterial,adj.,有权威的；专横的,authoritative,His magisterial tone ruled.,他权威的语气统治了。,8
magnanimous,adj.,宽宏大量的；高尚的,generous,The magnanimous winner praised.,宽宏大量的赢家称赞了。,8
magnate,n.,巨头；大亨,a powerful person,The magnate invested.,大亨投资了。,8
magnetic,adj.,有磁性的；有吸引力的,attractive,The magnetic smile drew.,有吸引力的微笑吸引。,8
magnificent,adj.,壮丽的；宏伟的,splendid,The magnificent view awed.,壮丽的景色令人敬畏。,8
magnify,v.,放大；夸大,to enlarge,The lens magnified it.,透镜放大了它。,8
magnitude,n.,巨大；重大,great size,The magnitude shocked.,巨大令人震惊。,8
maim,v.,使残废；使负重伤,to cripple,The bomb maimed him.,炸弹使他残废。,8
maladroit,adj.,笨拙的；不灵巧的,clumsy,His maladroit move dropped.,他笨拙的举动掉了。,8
malaise,n.,不适；萎靡,general discomfort,The malaise spread.,不适传开了。,8
malapropism,n.,词语误用；可笑的错用,comic misuse of words,The malapropism amused.,词语误用逗人乐。,8
malcontent,n./adj.,不满者；不满的,a discontented person,The malcontent grumbled.,不满者抱怨。,8
malevolent,adj.,恶意的；坏心肠的,wishing evil,His malevolent glare chilled.,他恶意的凝视让人发冷。,8
malfeasance,n.,不法行为；渎职,illegal conduct,The malfeasance exposed.,不法行为被揭露。,8
malice,n.,恶意；怨恨,desire to harm,The malice showed.,恶意显现了。,8
malicious,adj.,恶意的；蓄意破坏的,spiteful,The malicious rumor hurt.,恶意的谣言伤人。,8
malign,adj./v.,有害的；诽谤,to speak evil of,He maligned her.,他诽谤了她。,8
malignant,adj.,恶性的；恶毒的,deadly,The malignant tumor grew.,恶性肿瘤长了。,8
malinger,v.,装病偷懒,to feign illness,He malingered at work.,他装病怠工。,8
malleable,adj.,可塑的；易受影响,easily shaped,The malleable clay bent.,可塑的黏土弯了。,8
malodorous,adj.,恶臭的；难闻的,smelly,The malodorous drain reeked.,恶臭的排水沟发臭。,8
maltreat,v.,虐待；苛待,to abuse,They maltreated the dog.,他们虐待狗。,8
mammoth,adj./n.,巨大的；猛犸,huge,The mammoth task loomed.,巨大的任务迫近。,8
mandate,n./v.,命令；授权,an order,The mandate required it.,命令要求它。,8
mangle,v.,乱砍；糟蹋,to mutilate,The machine mangled it.,机器糟蹋了它。,8
mangy,adj.,长满癣的；污秽的,shabby,The mangy dog whined.,长癣的狗哀鸣。,8
maniac,n.,疯子；狂热者,a mad person,The maniac raved.,疯子胡言。,8
manifest,adj./v.,明显的；显示,evident,The manifest truth showed.,明显的事实显示。,8
manifold,adj.,多种的；多方面的,many kinds,The manifold uses helped.,多种用途有帮助。,8
manipulate,v.,操纵；操作,to control,He manipulated the data.,他操纵了数据。,8
mannerism,n.,习气；特殊姿态,a habitual gesture,His mannerism amused.,他的习气逗人乐。,8
manumit,v.,解放；释放奴隶,to free slaves,They manumitted the bondsmen.,他们解放了奴隶。,8
mar,v.,毁坏；损害,to spoil,The stain marred it.,污渍毁了它。,8
maraud,v.,劫掠；掠夺,to raid,The bandits marauded.,强盗劫掠了。,8
marginal,adj.,边缘的；微小的,slight,The marginal gain helped.,微小的收益有帮助。,8
maritime,adj.,海事的；沿海的,of the sea,The maritime law applied.,海事法适用了。,8
maroon,v./adj.,使孤立；紫褐色,to abandon,They marooned the ship.,他们使船孤立。,8
marshal,v./n.,整理；元帅,to arrange,He marshaled the facts.,他整理了事实。,8
martial,adj.,军事的；战争的,warlike,The martial music roused.,军乐鼓舞了。,8
martinet,n.,严守纪律者；铁腕人物,a strict disciplinarian,The martinet drilled.,铁腕人物操练了。,8
masquerade,n./v.,化装舞会；伪装,a disguise,He masqueraded as doctor.,他伪装成医生。,8
masticate,v.,咀嚼；粉碎,to chew,He masticated slowly.,他慢慢咀嚼。,8
matriarch,n.,女家长；女族长,a female ruler,The matriarch led.,女家长领导了。,8
matriculate,v.,录取；入学,to enroll,He matriculated at college.,他入了大学。,8
matrimony,n.,婚姻；婚礼,marriage,The matrimony blessed.,婚姻被祝福。,8
maudlin,adj.,感伤的；易哭的,tearfully sentimental,The maudlin song wept.,感伤的歌让人哭。,8
maul,v.,殴打；粗暴对待,to injure by mauling,The bear mauled him.,熊殴打了他。,8
mausoleum,n.,陵墓；大坟墓,a large tomb,The mausoleum stood.,陵墓耸立。,8
maverick,n.,独行其是者；标新立异者,an independent,He is a maverick.,他是独行侠。,8
mawkish,adj.,自作多情的；令人作呕的,sentimental,The mawkish scene repelled.,自作多情的场景令人反感。,8
maxim,n.,格言；准则,a saying,The maxim guided.,格言指引了。,8
mayhem,n.,蓄意破坏；重伤,havoc,The mayhem shocked.,蓄意破坏令人震惊。,8
meager,adj.,贫乏的；瘦弱的,scanty,The meager meal disappointed.,贫乏的餐令人失望。,8
meander,v.,蜿蜒；闲逛,to wander,The river meandered.,河流蜿蜒。,8
meddle,v.,干涉；乱弄,to interfere,Do not meddle.,不要干涉。,8
mediate,v.,调解；斡旋,to intervene,He mediated the dispute.,他调解了争端。,8
mediocre,adj.,平庸的；普通的,so-so,The mediocre work failed.,平庸的作品失败了。,8
meditation,n.,冥想；沉思,deep thought,The meditation calmed.,冥想让人平静。,8
meek,adj.,温顺的；谦恭的,gentle,The meek child obeyed.,温顺的孩子听话了。,8
melancholy,adj./n.,忧郁的；忧郁,melancholic,The melancholy tune saddened.,忧郁的曲子令人悲伤。,8
mellifluous,adj.,悦耳的；流畅的,sweet sounding,Her mellifluous voice soothed.,她悦耳的声音安抚了。,8
melodrama,n.,情节剧；夸张戏剧,exaggerated drama,The melodrama amused.,情节剧逗人乐。,8
menace,n./v.,威胁；恐吓,a threat,The menace loomed.,威胁迫近。,8
mendacious,adj.,虚假的；说谎的,lying,The mendacious tale fooled.,虚假的故事骗了人。,8
mentor,n.,导师；指导者,a guide,The mentor advised.,导师建议了。,8
mercenary,adj./n.,唯利是图的；雇佣兵,profit-driven,The mercenary fought.,雇佣兵战斗了。,8
mercurial,adj.,善变的；机智的,changeable,His mercurial mood shifted.,他善变的情绪变了。,8
meretricious,adj.,俗艳的；虚饰的,gaudy,The meretricious decor clashed.,俗艳的装饰冲突了。,8
meridian,n.,子午线；顶点,a highest point,The meridian passed.,顶点过去了。,8
mesmerize,v.,迷住；催眠,to hypnotize,The show mesmerized.,演出迷住了。,8
metamorphosis,n.,变形；变态,a transformation,The metamorphosis amazed.,变形令人惊叹。,8
metaphor,n.,隐喻；比喻,a figure of speech,The metaphor clarified.,隐喻澄清了。,8
methodical,adj.,有条理的；有方法的,orderly,His methodical work impressed.,他有条理的工作令人印象深刻。,8
meticulous,adj.,一丝不苟的；极仔细的,very careful,Her meticulous notes helped.,她一丝不苟的笔记有帮助。,8
mettle,n.,勇气；气概,spirit,He showed his mettle.,他显示了勇气。,8
microcosm,n.,微观世界；缩影,a small world,The village was a microcosm.,村庄是缩影。,8
mien,n.,风度；神态,bearing,His noble mien impressed.,他高贵的风度令人印象深刻。,8
migratory,adj.,迁移的；流浪的,moving,The migratory birds left.,迁移的鸟离开了。,8
milieu,n.,环境；周围,the environment,The milieu shaped him.,环境塑造了他。,8
militate,v.,起作用；产生影响,to operate against,The facts militated.,事实起作用了。,8
mince,v.,切碎；吞吞吐吐,to chop fine,She minced the meat.,她切碎了肉。,8
minion,n.,奴才；宠臣,a servile follower,The minion obeyed.,奴才服从了。,8
minuscule,adj.,极小的；微小的,very small,The minuscule error slipped.,极小的错误溜过了。,8
minute,adj.,微小的；详细的,very small,The minute detail hid.,微小的细节藏起来了。,8
mirage,n.,海市蜃楼；幻想,an illusion,The mirage vanished.,海市蜃楼消失了。,8
mire,v./n.,泥沼；陷入泥,to stick in mud,The car mired.,车陷入泥。,8
mirth,n.,欢笑；高兴,gaiety,The mirth spread.,欢笑传开了。,8
misanthrope,n.,厌世者；憎恨人类者,one who hates mankind,The misanthrope withdrew.,厌世者退隐了。,8
misapprehend,v.,误解；误会,to misunderstand,He misapprehended it.,他误解了。,8
