term,pos,meaningZh,meaningEn,exampleEn,exampleZh,band
sport,n.,运动,a game,He likes sport.,他喜欢运动。,5
spot,n.,地点,a place,This is a nice spot.,这是个好地点。,5
spread,v.,传播,to widen,The news spread.,消息传开了。,5
spring,n.,春天,the warm season,Spring is here.,春天来了。,5
square,n.,广场,an open area,The square is busy.,广场很热闹。,5
stable,adj.,稳定的,steady,The table is stable.,桌子很稳。,5
staff,n.,员工,workers,The staff is kind.,员工很友善。,5
stage,n.,阶段,a step,We reached a new stage.,我们进入了新阶段。,5
stair,n.,楼梯,steps,He climbed the stair.,他爬了楼梯。,5
stand,v.,站立,to be upright,Please stand up.,请站起来。,5
standard,n.,标准,a rule,This meets the standard.,这达到了标准。,5
star,n.,星星,a sky light,The star is bright.,星星很亮。,5
start,v.,开始,to begin,We start now.,我们现在开始。,5
state,n.,州；状态,a region or a condition,The state is calm.,状态很平静。,5
station,n.,车站,a stop,The station is near.,车站很近。,5
status,n.,地位,position,His status is high.,他的地位很高。,5
stay,v.,停留,to remain,We stay here.,我们留在这里。,5
steady,adj.,稳定的,constant,The pace is steady.,节奏稳定。,5
steal,v.,偷,to take,He stole the book.,他偷了书。,5
steam,n.,蒸汽,hot vapor,The steam rose.,蒸汽升起了。,5
steel,n.,钢,a metal,The steel is strong.,钢很坚固。,5
step,n.,步骤,a move,Take the next step.,迈出下一步。,5
stick,n.,棍；粘,a rod or to glue,The stick is long.,棍子很长。,5
still,adv.,仍然,yet,He is still here.,他仍然在这里。,5
stone,n.,石头,a rock,The stone is heavy.,石头很重。,5
stop,v.,停止,to halt,Please stop the car.,请停下汽车。,5
store,n.,商店；储存,a shop or to keep,The store is open.,商店开门了。,5
storm,n.,风暴,a bad weather,The storm passed.,风暴过去了。,5
story,n.,故事,a tale,The story is fun.,故事很有趣。,5
strange,adj.,奇怪的,odd,The dream is strange.,梦很奇怪。,5
street,n.,街道,a road,The street is quiet.,街道很安静。,5
stress,n.,压力,strain,The stress is high.,压力很大。,5
strict,adj.,严格的,severe,The rule is strict.,规则很严格。,5
strike,v.,罢工；打击,to stop work or to hit,They strike for rights.,他们为权利罢工。,5
strong,adj.,强壮的,powerful,He is strong.,他很强壮。,5
structure,n.,结构,the build,The structure is sound.,结构健全。,5
student,n.,学生,a learner,The student studies.,学生学习。,5
study,v.,学习,to learn,We study hard.,我们努力学习。,5
stuff,n.,东西,things,Put the stuff away.,把东西收好。,5
stupid,adj.,愚蠢的,foolish,That was a stupid act.,那是愚蠢的行为。,5
style,n.,风格,a way,The style is modern.,风格很现代。,5
subject,n.,主题,a topic,The subject is clear.,主题很清楚。,5
substance,n.,物质,material,The substance is safe.,物质是安全的。,5
success,n.,成功,a win,The plan is a success.,计划成功了。,5
such,adj.,这样的,like this,We saw such a sight.,我们看到了这样的景象。,5
sudden,adj.,突然的,quick,The change is sudden.,变化很突然。,5
suffer,v.,遭受,to bear,He suffers pain.,他遭受疼痛。,5
sugar,n.,糖,a sweet,The sugar is white.,糖是白色的。,5
suggest,v.,建议,to advise,He suggests a plan.,他建议一个计划。,5
suit,v.,适合,to fit,The color suits you.,这个颜色适合你。,5
summer,n.,夏天,the hot season,Summer is hot.,夏天很热。,5
sun,n.,太阳,the star,The sun is bright.,太阳很明亮。,5
support,v.,支持,to help,We support the cause.,我们支持这项事业。,5
suppose,v.,假设,to guess,Suppose it rains.,假设下雨了。,5
supreme,adj.,最高的,highest,The court is supreme.,法院是最高级的。,5
sure,adj.,确定的,certain,He is sure of it.,他对此很确定。,5
surface,n.,表面,the top,The surface is clean.,表面很干净。,5
survey,n.,调查,a study,The survey is done.,调查完成了。,5
survive,v.,幸存,to live,He survived the crash.,他在坠机中幸存。,5
suspect,v.,怀疑,to doubt,We suspect the cause.,我们怀疑原因。,5
sustain,v.,维持,to keep,We sustain the effort.,我们维持努力。,5
swim,v.,游泳,to paddle,He swims fast.,他游泳很快。,5
symbol,n.,象征,a sign,The dove is a symbol.,鸽子是象征。,5
system,n.,系统,a set,The system works.,系统运行正常。,5
table,n.,桌子,a flat top,The table is wood.,桌子是木头的。,5
tackle,v.,处理,to deal,We tackle the issue.,我们处理问题。,5
tactic,n.,策略,a method,This is a good tactic.,这是个好策略。,5
tail,n.,尾巴,a rear part,The dog wagged its tail.,狗摇了尾巴。,5
take,v.,拿,to grab,Please take the bag.,请拿上包。,5
tale,n.,故事,a story,He told a tale.,他讲了个故事。,5
talk,v.,谈话,to speak,They talk often.,他们常谈话。,5
tall,adj.,高的,high,The tower is tall.,塔很高。,5
tank,n.,坦克；箱,a vehicle or a container,The tank is full.,箱子里装满了。,5
tape,n.,胶带,a strip,The tape is sticky.,胶带很粘。,5
target,n.,目标,an aim,We hit the target.,我们击中了目标。,5
task,n.,任务,a job,The task is done.,任务完成了。,5
taste,n.,味道,a flavor,The taste is sweet.,味道很甜。,5
tax,n.,税,a fee,The tax is low.,税很低。,5
tea,n.,茶,a drink,She drank tea.,她喝了茶。,5
teach,v.,教,to instruct,He teaches math.,他教数学。,5
team,n.,团队,a group,The team won.,团队赢了。,5
tear,v.,撕裂,to rip,He tore the paper.,他撕了纸。,5
technical,adj.,技术的,of skill,The manual is technical.,手册是技术性的。,5
technique,n.,技巧,a method,The technique is useful.,技巧很有用。,5
technology,n.,技术,applied science,Technology helps us.,技术帮助我们。,5
telephone,n.,电话,a device,The telephone rang.,电话响了。,5
television,n.,电视,a screen,The television is on.,电视开着。,5
tell,v.,告诉,to say,He told the truth.,他说了真相。,5
temper,n.,脾气,mood,He lost his temper.,他发了脾气。,5
temperature,n.,温度,heat level,The temperature fell.,温度下降了。,5
temporary,adj.,暂时的,short term,This is a temporary fix.,这是暂时的修复。,5
tend,v.,倾向于,to lean,He tends to agree.,他倾向于同意。,5
tension,n.,紧张,strain,The tension eased.,紧张缓解了。,5
term,n.,术语,a word,Learn this term.,学这个术语。,5
terrible,adj.,可怕的,awful,The storm is terrible.,风暴很可怕。,5
test,n.,测试,a check,The test is hard.,测试很难。,5
text,n.,文本,words,Read the text.,读文本。,5
than,conj.,比,compared,He is taller than me.,他比我高。,5
thank,v.,感谢,to appreciate,We thank the host.,我们感谢主人。,5
theft,n.,盗窃,stealing,The theft was caught.,盗窃被抓了。,5
their,pron.,他们的,belonging to them,Their car is new.,他们的车是新的。,5
theme,n.,主题,a topic,The theme is clear.,主题清楚。,5
theory,n.,理论,an idea,The theory holds.,理论成立。,5
there,adv.,那里,at that place,Put it there.,把它放在那里。,5
thick,adj.,厚的,not thin,The wall is thick.,墙很厚。,5
thin,adj.,薄的,not thick,The ice is thin.,冰很薄。,5
thing,n.,事物,an object,This thing is odd.,这个东西很奇怪。,5
think,v.,思考,to reason,I think it is right.,我认为是对的。,5
third,adj.,第三,next after two,He came in third.,他得了第三。,5
thirsty,adj.,口渴的,needing water,He is thirsty.,他口渴了。,5
this,pron.,这个,near me,This is mine.,这是我的。,5
though,conj.,尽管,even if,We left though it rained.,虽然下雨我们还是离开了。,5
threat,n.,威胁,a danger,The threat is real.,威胁是真实的。,5
throat,n.,喉咙,the neck part,His throat hurts.,他的喉咙疼。,5
through,prep.,通过,by way of,We walked through the door.,我们穿过了门。,5
throw,v.,投掷,to toss,He threw the ball.,他投掷了球。,5
thus,adv.,因此,so,Thus we won.,因此我们赢了。,5
ticket,n.,票,a pass,The ticket is valid.,票有效。,5
tide,n.,潮汐,the sea move,The tide rose.,潮水涨了。,5
tie,v.,系,to bind,He tied the rope.,他系了绳子。,5
tight,adj.,紧的,not loose,The lid is tight.,盖子很紧。,5
time,n.,时间,when,The time is now.,时间就是现在。,5
tiny,adj.,微小的,very small,The bug is tiny.,虫子很小。,5
tip,n.,尖端；小费,the end or a fee,He left a tip.,他留了小费。,5
tired,adj.,疲倦的,weary,She is tired.,她疲倦了。,5
title,n.,标题,a name,The title is clear.,标题很清楚。,5
toast,n.,吐司,bread slice,He ate toast.,他吃了吐司。,5
today,adv.,今天,this day,Today is sunny.,今天晴朗。,5
toilet,n.,厕所,a restroom,The toilet is clean.,厕所很干净。,5
tomato,n.,番茄,a red fruit,He ate a tomato.,他吃了一个番茄。,5
tomorrow,adv.,明天,next day,We leave tomorrow.,我们明天出发。,5
tone,n.,语气,a voice quality,His tone was calm.,他的语气很平静。,5
tongue,n.,舌头,the mouth part,The tongue is red.,舌头是红的。,5
tonight,adv.,今晚,this night,We stay tonight.,我们今晚留下。,5
tool,n.,工具,a device,The tool is sharp.,工具很锋利。,5
tooth,n.,牙齿,a mouth bone,The tooth hurts.,牙齿疼。,5
top,n.,顶部,the highest,The top is flat.,顶部是平的。,5
topic,n.,话题,a subject,The topic is fun.,话题很有趣。,5
total,adj.,总计,whole,The total is high.,总数很高。,5
touch,v.,触摸,to feel,He touched the wall.,他摸了墙。,5
tough,adj.,坚韧的,hard,The meat is tough.,肉很韧。,5
tour,n.,旅行,a trip,We took a tour.,我们去了旅行。,5
toward,prep.,朝向,to,He walked toward the door.,他朝门走去。,5
town,n.,城镇,a small city,The town is quiet.,城镇很安静。,5
toy,n.,玩具,a play thing,The toy is new.,玩具是新的。,5
trace,v.,追踪,to follow,We trace the call.,我们追踪了来电。,5
track,n.,轨道,a rail,The train left the track.,火车偏离了轨道。,5
trade,n.,贸易,business,The trade grew.,贸易增长了。,5
tradition,n.,传统,a custom,The tradition lives.,传统延续。,5
traffic,n.,交通,cars,The traffic is heavy.,交通很拥挤。,5
tragedy,n.,悲剧,a sad event,The play is a tragedy.,这部剧是悲剧。,5
train,n.,火车,a rail car,The train is late.,火车晚点了。,5
transfer,v.,转移,to move,We transfer the data.,我们转移了数据。,5
transform,v.,转变,to change,We transform the model.,我们转变了模型。,5
transit,n.,运输,movement,The transit is smooth.,运输很顺畅。,5
translate,v.,翻译,to render,We translate the text.,我们翻译了文本。,5
transport,v.,运输,to carry,We transport goods.,我们运输货物。,5
trap,n.,陷阱,a snare,The trap is set.,陷阱设好了。,5
travel,v.,旅行,to journey,We travel far.,我们远行。,5
treat,v.,对待,to handle,He treats me well.,他待我很好。,5
treaty,n.,条约,a pact,The treaty was signed.,条约签署了。,5
tree,n.,树,a plant,The tree is tall.,树很高。,5
trend,n.,趋势,a drift,The trend is clear.,趋势很明显。,5
trial,n.,试验,a test,The trial failed.,试验失败了。,5
trip,n.,旅行,a journey,The trip was fun.,旅行很有趣。,5
troop,n.,部队,soldiers,The troop marched.,部队行进了。,5
trouble,n.,麻烦,a problem,We avoid trouble.,我们避免麻烦。,5
truck,n.,卡车,a vehicle,The truck is full.,卡车装满了。,5
true,adj.,真实的,real,The story is true.,故事是真的。,5
trust,v.,信任,to believe,We trust him.,我们信任他。,5
truth,n.,真相,fact,The truth is clear.,真相很清楚。,5
try,v.,尝试,to attempt,Please try again.,请再试一次。,5
tube,n.,管子,a pipe,The tube is long.,管子很长。,5
turn,v.,转动,to rotate,He turned the knob.,他转动了旋钮。,5
twin,n.,双胞胎,one of two,The twin smiled.,双胞胎笑了。,5
type,n.,类型,a kind,This is a new type.,这是一种新类型。,5
typical,adj.,典型的,usual,This is a typical case.,这是典型案例。,5
ugly,adj.,丑陋的,not pretty,The mask is ugly.,面具很丑。,5
ultimate,adj.,最终的,final,This is the ultimate goal.,这是最终目标。,5
unable,adj.,无法的,not able,He is unable to come.,他无法前来。,5
unfair,adj.,不公平的,not just,The rule is unfair.,规则不公平。,5
unhappy,adj.,不快乐的,not glad,She is unhappy.,她不快乐。,5
uniform,n.,制服,a suit,He wore a uniform.,他穿了制服。,5
union,n.,联盟,a group,The union is strong.,联盟很强。,5
unique,adj.,独特的,one of a kind,This is unique.,这很独特。,5
unit,n.,单元,a part,This is a unit.,这是一个单元。,5
unite,v.,联合,to join,We unite the teams.,我们联合各队。,5
universe,n.,宇宙,all space,The universe is vast.,宇宙很广阔。,5
unknown,adj.,未知的,not known,The cause is unknown.,原因未知。,5
unlike,prep.,不像,not like,This is unlike that.,这和那个不同。,5
urban,adj.,城市的,of the city,The urban area grew.,城市地区扩大了。,5
urge,v.,敦促,to push,He urged us on.,他敦促我们前进。,5
use,v.,使用,to employ,We use the tool.,我们使用工具。,5
useful,adj.,有用的,helpful,The map is useful.,地图很有用。,5
usual,adj.,通常的,normal,The usual time came.,通常的时间到了。,5
utility,n.,公用事业,a service,The utility failed.,公用事业停了。,5
vacant,adj.,空的,empty,The seat is vacant.,座位空着。,5
vacation,n.,假期,a holiday,We took a vacation.,我们休假了。,5
vague,adj.,模糊的,unclear,The answer is vague.,回答很模糊。,5
valid,adj.,有效的,legal,The pass is valid.,通行证有效。,5
valley,n.,山谷,a low land,The valley is green.,山谷是绿色的。,5
value,n.,价值,worth,The value is high.,价值很高。,5
vanish,v.,消失,to disappear,The fog vanished.,雾消散了。,5
variable,n.,变量,a factor,This is a variable.,这是一个变量。,5
variety,n.,多样,a range,We offer variety.,我们提供多样选择。,5
various,adj.,各种各样的,many kinds,We tried various ways.,我们尝试了各种方法。,5
vast,adj.,广阔的,huge,The desert is vast.,沙漠很广阔。,5
vegetable,n.,蔬菜,a plant food,He ate a vegetable.,他吃了蔬菜。,5
vehicle,n.,车辆,a car,The vehicle is new.,车辆是新的。,5
venture,n.,冒险,a risk,The venture failed.,冒险失败了。,5
version,n.,版本,a form,This is the new version.,这是新版本。,5
vessel,n.,容器,a holder,The vessel is full.,容器满了。,5
veteran,n.,老兵,an old soldier,The veteran smiled.,老兵笑了。,5
viable,adj.,可行的,workable,The plan is viable.,计划可行。,5
victim,n.,受害者,a sufferer,The victim recovered.,受害者康复了。,5
victory,n.,胜利,a win,The victory is ours.,胜利属于我们。,5
view,n.,观点,a thought,He shared his view.,他分享了他的观点。,5
village,n.,村庄,a small town,The village is quiet.,村庄很安静。,5
violence,n.,暴力,force,We reject violence.,我们拒绝暴力。,5
virtual,adj.,虚拟的,not real,The world is virtual.,世界是虚拟的。,5
visible,adj.,可见的,seen,The star is visible.,星星可见。,5
vision,n.,视野,sight,His vision is clear.,他的视野清晰。,5
visit,v.,访问,to call on,We visit friends.,我们拜访朋友。,5
visual,adj.,视觉的,of sight,The aid is visual.,辅助是视觉性的。,5
vital,adj.,至关重要的,key,Water is vital.,水至关重要。,5
voice,n.,声音,the speech sound,Her voice is soft.,她的声音柔和。,5
volume,n.,音量,loudness,The volume is low.,音量很低。,5
vote,v.,投票,to choose,We vote today.,我们今天投票。,5
voyage,n.,航行,a trip,The voyage was long.,航行很长。,5
wage,n.,工资,pay,The wage rose.,工资涨了。,5
wait,v.,等待,to stay,We wait here.,我们在此等待。,5
wake,v.,醒来,to rise,He wakes early.,他早起。,5
walk,v.,走,to step,We walk home.,我们走回家。,5
wall,n.,墙,a barrier,The wall is high.,墙很高。,5
want,v.,想要,to wish,He wants water.,他想要水。,5
war,n.,战争,a conflict,The war ended.,战争结束了。,5
warm,adj.,温暖的,not cold,The room is warm.,房间很温暖。,5
warn,v.,警告,to alert,He warned us.,他警告了我们。,5
wash,v.,洗,to clean,She washes the dish.,她洗了盘子。,5
waste,v.,浪费,to misuse,Do not waste food.,不要浪费食物。,5
watch,v.,观看,to look,We watch the game.,我们观看比赛。,5
water,n.,水,a liquid,The water is cold.,水很冷。,5
wave,n.,波浪,a swell,The wave is high.,波浪很高。,5
way,n.,方式,a method,This is the way.,这是方法。,5
weak,adj.,虚弱的,not strong,He feels weak.,他感到虚弱。,5
wealth,n.,财富,riches,The wealth grew.,财富增长了。,5
weapon,n.,武器,a tool of war,The weapon is banned.,武器被禁。,5
wear,v.,穿,to put on,She wears a coat.,她穿了外套。,5
weather,n.,天气,climate,The weather is fine.,天气很好。,5
wedding,n.,婚礼,a marriage,The wedding was lovely.,婚礼很美好。,5
week,n.,周,seven days,The week passed.,一周过去了。,5
weigh,v.,称重,to measure,He weighed the bag.,他称了包。,5
weight,n.,重量,heaviness,The weight is high.,重量很大。,5
welcome,v.,欢迎,to greet,We welcome you.,我们欢迎你。,5
welfare,n.,福利,aid,The welfare helps.,福利有帮助。,5
west,n.,西方,the sunset side,The sun sets in the west.,太阳在西边落下。,5
wet,adj.,湿的,not dry,The cloth is wet.,布是湿的。,5
what,pron.,什么,a question,What is this?,这是什么？,5
wheat,n.,小麦,a grain,The wheat is gold.,小麦是金色的。,5
wheel,n.,轮子,a round part,The wheel spins.,轮子转动。,5
when,adv.,何时,what time,When does it start?,什么时候开始？,5
where,adv.,哪里,what place,Where is the book?,书在哪里？,5
whether,conj.,是否,if,Ask whether he comes.,问他是否来。,5
which,pron.,哪一个,what one,Which is yours?,哪一个是你的？,5
while,conj.,当…时候,during,He read while we ate.,我们吃时他读书。,5
white,adj.,白色的,light color,The snow is white.,雪是白色的。,5
who,pron.,谁,a person,Who is that?,那是谁？,5
whole,adj.,整个的,full,The whole team came.,整个团队都来了。,5
why,adv.,为什么,a reason,Why did it fail?,为什么失败了？,5
wide,adj.,宽的,broad,The road is wide.,路很宽。,5
wife,n.,妻子,a spouse,His wife smiled.,他的妻子笑了。,5
wild,adj.,野生的,not tame,The animal is wild.,动物是野生的。,5
will,n.,意志；将,mind or future,He has strong will.,他有坚强意志。,5
win,v.,赢,to triumph,We win the game.,我们赢了比赛。,5
wind,n.,风,air move,The wind is strong.,风很大。,5
window,n.,窗户,a pane,The window is open.,窗户开着。,5
wine,n.,酒,a drink,He drank wine.,他喝了酒。,5
wing,n.,翅膀,a fly part,The wing broke.,翅膀断了。,5
winter,n.,冬天,the cold season,Winter is cold.,冬天很冷。,5
wire,n.,电线,a cord,The wire is live.,电线带电。,5
wise,adj.,明智的,smart,The choice is wise.,选择很明智。,5
wish,v.,希望,to want,We wish you well.,我们祝你好。,5
with,prep.,和,along,He came with us.,他和我们一起来。,5
withdraw,v.,撤回,to pull back,We withdraw the claim.,我们撤回了主张。,5
within,prep.,在…之内,inside,We finish within a day.,我们一天内完成。,5
without,prep.,没有,lacking,We left without him.,我们没带他离开。,5
witness,v.,目击,to see,He witnessed the event.,他目击了事件。,5
woman,n.,女人,a female,The woman smiled.,女人笑了。,5
wonder,v.,想知道,to ask,We wonder why.,我们想知道为什么。,5
wood,n.,木头,timber,The wood is dry.,木头很干。,5
word,n.,单词,a term,Learn this word.,学这个单词。,5
work,v.,工作,to labor,He works hard.,他工作努力。,5
world,n.,世界,the earth,The world is big.,世界很大。,5
worry,v.,担心,to fear,Do not worry.,别担心。,5
worse,adj.,更糟的,less good,The pain is worse.,疼痛更糟了。,5
worst,adj.,最糟的,least good,This is the worst.,这是最糟的。,5
worth,adj.,值得的,valuable,The trip is worth it.,旅行值得。,5
would,aux.,将会,used to,He would help.,他会帮忙。,5
wound,n.,伤口,a hurt,The wound healed.,伤口愈合了。,5
write,v.,写,to pen,Please write a note.,请写个便条。,5
wrong,adj.,错误的,not right,The answer is wrong.,答案错了。,5
yard,n.,院子,a court,The yard is clean.,院子很干净。,5
year,n.,年,a time,The year passed.,一年过去了。,5
yellow,adj.,黄色的,a bright color,The sun is yellow.,太阳是黄色的。,5
yield,v.,产出,to give,The farm yields corn.,农场产出玉米。,5
young,adj.,年轻的,not old,The child is young.,孩子还小。,5
youth,n.,青年,being young,Youth is bright.,青春灿烂。,5
zone,n.,区域,an area,The zone is safe.,区域很安全。,5
zoom,v.,缩放,to enlarge,Please zoom in.,请放大。,5
